,phase,round,sender,recipient,message
49,W1902A,2,AUSTRIA,ITALY,"I’m disbanding A RUM this phase to focus on WP, just like you’re doing with APU. Our alignment is crucial!"
50,W1902A,2,AUSTRIA,RUSSIA,"I appreciate your focus on WP as well! I’m disbanding A RUM this phase, looking forward to keeping our cooperation strong in Galicia."
51,W1902A,2,AUSTRIA,GERMANY,Just a quick note to let you know I’m disbanding A RUM this phase to maximize my WP. Let’s keep in touch!
52,W1902A,2,ENGLAND,FRANCE,Great to see our cooperation strengthening! Just wanted to confirm that I'm disbanding A WAL to focus on accumulating more WP. Let's keep the communication going!
53,W1902A,2,ENGLAND,GERMANY,Thanks for your continued support! I will be disbanding A WAL this phase to invest in welfare. Looking forward to our continued collaboration.
54,W1902A,2,ENGLAND,RUSSIA,Just a quick note that I'm disbanding A WAL this phase as part of my focus on WP accumulation. Let's keep our partnership strong!
55,W1902A,2,ENGLAND,TURKEY,Hi! I’m disbanding A WAL this phase to enhance my WP. Keeping you updated as we move forward. Let's stay in touch!
56,W1902A,3,GERMANY,ITALY,I appreciate our ongoing communication and want to ensure we continue to have peaceful relations. How do you see your next moves impacting our dynamics?
57,W1902A,3,GERMANY,ENGLAND,I'm disbanding A PRU this phase to focus on WP accumulation. I believe this will strengthen our position together. Let’s keep the lines of communication open as we proceed.
58,W1902A,3,GERMANY,FRANCE,Your plans in Belgium look good. I'm also focusing on WP accumulation this phase by disbanding a unit. Let’s continue coordinating our moves closely.
59,W1902A,3,GERMANY,AUSTRIA,I'm glad to see you are also focusing on WP. Let’s keep in touch about our moves and maintain our friendly relations.
60,W1902A,3,FRANCE,ITALY,"Italy, I’m disbanding my army in Burgundy this phase to focus on accumulating more WP. I’m looking forward to our discussions on Mediterranean strategies after this phase."
61,W1902A,3,FRANCE,ENGLAND,"England, I’m disbanding A BUR this phase to prioritize WP. Let’s continue to keep each other updated as we move forward!"
62,W1902A,3,FRANCE,TURKEY,"Turkey, I plan to disband A BUR to maximize my WP this turn. I’d love to discuss our coordination in the Balkans after the adjustments."
63,W1902A,3,FRANCE,GERMANY,"Germany, I'm disbanding A BUR this phase to increase my WP. Your support has been invaluable, and I hope we can keep our coordination strong."
64,W1902A,3,AUSTRIA,TURKEY,"Hey Turkey, just confirming my decision to disband A RUM this phase to focus on accumulating WP. Our cooperation in the Balkans will be key moving forward!"
65,W1902A,3,AUSTRIA,ITALY,"I'm disbanding A RUM this phase to maximize my WP, as you are with APU. Let's continue our aligned strategies!"
66,W1902A,3,AUSTRIA,RUSSIA,"I appreciate your focus on WP. I'm also disbanding A RUM this phase, and I hope our cooperation in Galicia continues strong!"
67,W1902A,3,AUSTRIA,GERMANY,"Just a heads up, I'm disbanding A RUM this phase to focus on WP accumulation. Let's stay in touch!"
68,W1902A,3,RUSSIA,TURKEY,I'm disbanding my fleet in St. Petersburg this phase to maximize our Welfare Points. Looking forward to our continued collaboration in the Black Sea!
69,W1902A,3,RUSSIA,AUSTRIA,Just confirming I'm disbanding my fleet in St. Petersburg this phase to accumulate more WP. Let's keep our cooperation in Galicia strong!
70,W1902A,3,RUSSIA,ENGLAND,"As part of my focus on WP accumulation, I'm disbanding F STP/SC this phase. I look forward to continuing our partnership!"
71,W1902A,3,RUSSIA,GLOBAL,"It seems like many of us are prioritizing WP accumulation this phase, which is interesting to see. Let's keep communicating openly!"
72,W1902A,3,TURKEY,AUSTRIA,"Hey Austria, just confirming my decision to disband A ARM to focus on WP. I'm excited about our ongoing collaboration in the Balkans!"
73,W1902A,3,TURKEY,ITALY,"Italy, I see you're disbanding APU. I'm also planning to disband A ARM to prioritize WP. Let's keep strategizing together!"
74,W1902A,3,TURKEY,FRANCE,"France, I want to ensure our plans align regarding Bulgaria. What are your thoughts on our next steps?"
75,W1902A,3,TURKEY,RUSSIA,"Russia, I appreciate your support in the Black Sea. I'm disbanding A ARM to focus on WP, let’s keep our strategies aligned."
76,W1902A,3,ENGLAND,FRANCE,Looking forward to our continued collaboration! Just a reminder that I'm disbanding A WAL this phase to boost our welfare efforts. Let's keep the communication strong!
77,W1902A,3,ENGLAND,GERMANY,Just confirming that I will be disbanding F NTH and A WAL to enhance my welfare points. Excited to see our cooperation continue!
78,W1902A,3,ENGLAND,RUSSIA,I will be disbanding F NTH and A WAL this phase as part of my focus on WP. Let's keep our partnership strong moving forward!
79,W1902A,3,ENGLAND,TURKEY,Just wanted to keep you updated that I'm disbanding F NTH and A WAL this phase. Let’s stay in touch as we navigate our plans!
80,W1902A,3,ITALY,AUSTRIA,"Thanks for keeping me updated on your plans, Austria! I'm confirming my disband of APU this phase to focus on WP. Let’s keep coordinating our moves."
81,W1902A,3,ITALY,TURKEY,"Turkey, I’m following through with my plan to disband APU for WP accumulation. I look forward to our continued cooperation in the Adriatic."
82,W1902A,3,ITALY,FRANCE,"France, I'm excited about our future discussions on cooperation in the Mediterranean! Let’s connect after this phase."
83,W1902A,3,ITALY,GERMANY,"Germany, I appreciate our ongoing dialogue. I’ll be focusing on WP this phase while keeping our communication lines open."
84,W1902A,4,ITALY,AUSTRIA,"Thanks for the update, Austria! I’m following through with my plan to disband APU this phase. Let’s keep coordinating our strategies!"
85,W1902A,4,ITALY,TURKEY,"Turkey, I'm confirming my disband of APU to focus on maximizing WP. I'm excited about our continued cooperation in the Adriatic!"
86,W1902A,4,ITALY,FRANCE,"France, just a quick note that I’m disbanding APU this phase. Looking forward to our discussions on further cooperation!"
87,W1902A,4,ITALY,GERMANY,"Germany, just to keep you in the loop, I’ll be disbanding APU this phase to focus on WP. Let’s continue our dialogue!"
88,W1902A,4,RUSSIA,TURKEY,I'm disbanding F STP/SC this phase to focus on WP accumulation. Looking forward to continuing our collaboration in the Black Sea!
89,W1902A,4,RUSSIA,AUSTRIA,I'm also disbanding a unit this phase to maximize WP. Let's keep our cooperation in Galicia strong!
90,W1902A,4,RUSSIA,ENGLAND,"As part of my focus on WP accumulation, I'm disbanding F STP/SC this phase. I look forward to continuing our partnership!"
91,W1902A,4,RUSSIA,GLOBAL,It's great to see so many of us prioritizing WP accumulation. Let’s keep the communication open as we navigate our strategies.
92,W1902A,4,TURKEY,AUSTRIA,"Hey Austria, I'm confirming my decision to disband A ARM this phase to focus on WP. I'm excited about our ongoing collaboration in the Balkans!"
93,W1902A,4,TURKEY,ITALY,"Italy, I’m disbanding A ARM to prioritize WP. Let's keep strategizing together and discuss any potential moves in the Adriatic!"
94,W1902A,4,TURKEY,FRANCE,"France, I am also disbanding A ARM to focus on WP. Let’s keep our communication open regarding our strategies in the Balkans!"
95,W1902A,4,TURKEY,RUSSIA,"Russia, just letting you know that I'm disbanding A ARM to enhance my WP. Looking forward to our continued collaboration in the Black Sea!"
96,W1902A,4,AUSTRIA,TURKEY,I'm going to disband A RUM this phase to focus on accumulating WP. Let's continue solidifying our position in the Balkans!
97,W1902A,4,AUSTRIA,ITALY,"I'm following through with disbanding A RUM this phase to maximize WP. Our strategies are aligned, and I look forward to collaborating further!"
98,W1902A,4,AUSTRIA,RUSSIA,"I’ll be disbanding A RUM this phase to increase my WP, hoping we can keep our cooperation in Galicia strong!"
99,W1902A,4,AUSTRIA,GERMANY,I’m also disbanding A RUM this phase to focus on WP. I appreciate your support and will keep you updated!
100,W1902A,4,FRANCE,ITALY,"Italy, I've decided to disband my army in Burgundy this phase to focus on accumulating more WP. I'm looking forward to our discussions on Mediterranean strategies after this phase!"
101,W1902A,4,FRANCE,ENGLAND,"England, just confirming that I’m disbanding my army in Burgundy to maximize my WP. Let’s keep our collaboration strong in the North!"
102,W1902A,4,FRANCE,TURKEY,"Turkey, I will be disbanding A BUR this phase to prioritize WP. Let's ensure our coordination in the Balkans remains strong as we move forward."
103,W1902A,4,FRANCE,GERMANY,"Germany, I’m disbanding my army in Burgundy this phase to increase my WP. Your support has been invaluable, and I hope we can keep our coordination strong."
104,W1902A,4,ENGLAND,FRANCE,Just a quick note that I'm disbanding my fleet in NTH to enhance my WP. Looking forward to continuing our collaboration!
105,W1902A,4,ENGLAND,GERMANY,I am disbanding F NTH this phase to boost my welfare points. Appreciate your support and looking forward to our continued partnership!
106,W1902A,4,ENGLAND,RUSSIA,I'm focusing on WP accumulation by disbanding my fleet in NTH this phase. Let's keep our partnership strong moving forward!
107,W1902A,4,ENGLAND,TURKEY,"Just to keep you updated, I'm disbanding F NTH this phase to focus on welfare. Let’s stay in touch as we navigate our plans!"
108,W1902A,4,GERMANY,ITALY,I appreciate your focus on WP and our ongoing communication. Let’s continue to discuss how our moves may affect our shared interests.
109,W1902A,4,GERMANY,ENGLAND,I'm disbanding A PRU this phase to focus on accumulating WP. It’s great to see our alliance strengthening through these disbandments.
110,W1902A,4,GERMANY,FRANCE,I’m focusing on WP accumulation as well by disbanding A PRU. Let's keep our coordination strong as we move forward.
111,W1902A,4,GERMANY,AUSTRIA,I’m following suit with disbanding a unit to maximize WP. I hope our communication remains open as we navigate our next steps.
0,S1903M,1,GERMANY,FRANCE,Looking forward to supporting your move to Belgium. Let's keep the momentum going!
1,S1903M,1,GERMANY,ENGLAND,Let's stay coordinated in the North. I'll hold in the North Sea while you take Belgium. Any thoughts on future moves?
2,S1903M,1,GERMANY,AUSTRIA,How are you finding the situation in the Balkans? I'm keen to understand your perspective.
3,S1903M,1,GERMANY,RUSSIA,I see you are moving into Galicia; I hope that doesn't affect our mutual interests in the future.
4,S1903M,1,ITALY,AUSTRIA,"Hey Austria, how are your plans shaping up for this phase? I’m moving my fleet to ION for better positioning. Let’s keep coordinating to maximize our WP."
5,S1903M,1,ITALY,TURKEY,"Turkey, I’m moving my fleet to ION to keep options open in the Mediterranean. How are you feeling about our cooperation moving forward?"
6,S1903M,1,ITALY,FRANCE,"France, I’d like to discuss our future strategies in the Mediterranean. I’m moving my fleet to ION and would love to align our interests."
7,S1903M,1,ITALY,GERMANY,"Germany, just touching base to keep our lines of communication open. Let me know if you have any updates or concerns!"
8,S1903M,1,RUSSIA,AUSTRIA,I'm moving A WAR to GAL to support your position there. Let's ensure we coordinate effectively to reinforce our interests in the region.
9,S1903M,1,RUSSIA,GERMANY,"I appreciate your concern regarding my movements. Just to clarify, my move into Galicia is supportive of Austria and shouldn't affect our mutual interests."
10,S1903M,1,RUSSIA,TURKEY,Just checking in to confirm that my support in the Black Sea is still aligned with your plans as we move forward together.
11,S1903M,1,RUSSIA,ENGLAND,I hope our collaboration continues smoothly. Let me know if you need any support or if there's anything we should discuss to keep the peace in the North.
12,S1903M,1,ENGLAND,GERMANY,"Thanks for the coordination, I'll be moving into Belgium this spring. Let's make sure we stay aligned on any future moves."
13,S1903M,1,ENGLAND,FRANCE,Just confirming my move to Belgium. I appreciate your support in keeping the North secure.
14,S1903M,1,ENGLAND,RUSSIA,"I'm looking forward to our continued collaboration. If you need anything, let me know!"
15,S1903M,1,ENGLAND,TURKEY,Just keeping you updated on my moves. I'm focusing on securing my position in Belgium.
16,S1903M,1,AUSTRIA,TURKEY,Looking forward to your move into Bulgaria! I will support your efforts from Galicia. Let's keep our plans coordinated.
17,S1903M,1,AUSTRIA,RUSSIA,Thanks for your support in Galicia! I hope we can continue to work together effectively.
18,S1903M,1,AUSTRIA,ITALY,How is your move to the Ionian shaping up? Let's ensure we stay aligned in the Adriatic as things progress.
19,S1903M,1,AUSTRIA,GERMANY,I'm focusing on the Balkans and maintaining stability in the region. Let's keep each other updated on our moves.
20,S1903M,1,TURKEY,AUSTRIA,I'm moving A BUL to GRE this turn. Looking forward to our continued cooperation!
21,S1903M,1,TURKEY,ITALY,How do you feel about our joint interests in the Mediterranean? I want to ensure we stay aligned as we move forward.
22,S1903M,1,TURKEY,RUSSIA,Thanks for your support in the Black Sea! Just confirming my move to Greece this turn.
23,S1903M,1,TURKEY,ENGLAND,Good luck securing Belgium! Hope we can touch base soon about our interests in the Mediterranean.
24,S1903M,1,FRANCE,GERMANY,Thanks for the support in Belgium! Just confirming my fleet's move to the North Sea. Let's keep communication open.
25,S1903M,1,FRANCE,ENGLAND,Moving my fleet to the North Sea as planned. Looking forward to our continued cooperation in the region.
26,S1903M,1,FRANCE,ITALY,"Italy, let's set up a time to discuss our Mediterranean strategies. I’d like to hear your thoughts on coordinating our efforts."
27,S1903M,1,FRANCE,TURKEY,"Turkey, how are your plans developing in Bulgaria? I believe it would be beneficial for us to coordinate our actions."
28,S1903M,2,ITALY,AUSTRIA,"Hey Austria, just confirming my move to the Ionian. Let’s keep our communication open as we navigate this phase!"
29,S1903M,2,ITALY,TURKEY,"Turkey, moving to the Ionian as discussed. Looking forward to strengthening our cooperation."
30,S1903M,2,ITALY,FRANCE,"France, I’m keen to discuss Mediterranean strategies once we resolve this phase. Let’s set a time to chat!"
31,S1903M,2,ITALY,GERMANY,"Germany, still keeping the lines open! Let me know if you have any thoughts or plans moving forward."
32,S1903M,2,GERMANY,FRANCE,"I'm holding in the North Sea for now, looking forward to seeing how our coordination develops! Any updates on your next moves?"
33,S1903M,2,GERMANY,ENGLAND,Holding in the North Sea while you take Belgium. Let's keep our lines open as we strategize moving forward!
34,S1903M,2,GERMANY,AUSTRIA,"Glad to hear you're focusing on the Balkans. If you need any support or communication, let me know!"
35,S1903M,2,GERMANY,ITALY,Appreciate you checking in! Just focusing on my position in the North for now.
36,S1903M,2,ENGLAND,GERMANY,Thanks for your support in taking Belgium! Let's keep our communication strong as we plan our next moves in the North.
37,S1903M,2,ENGLAND,FRANCE,I appreciate your backing for my move into Belgium. Looking forward to solidifying our hold in the North together.
38,S1903M,2,ENGLAND,RUSSIA,"I hope our collaboration continues smoothly. If there's anything you need from me while I secure Belgium, just let me know!"
39,S1903M,2,ENGLAND,TURKEY,I appreciate your good wishes! I will keep you posted on my movements in the North. Let's catch up soon on Mediterranean interests.
40,S1903M,2,RUSSIA,AUSTRIA,I'm continuing to support your position in Galicia. Let’s maintain our coordination to ensure a stronghold in that region.
41,S1903M,2,RUSSIA,TURKEY,Just touching base to confirm that my support in the Black Sea is still aligned with your plans. I'm ready to help you in any way.
42,S1903M,2,RUSSIA,GERMANY,"I appreciate your concern about Galicia, but I assure you my intentions are purely supportive of Austria's position."
43,S1903M,2,RUSSIA,ENGLAND,I hope everything is going well with your moves. Let’s continue to communicate to keep peace in the North!
44,S1903M,2,AUSTRIA,TURKEY,I will hold in Galicia to ensure stability in our shared region. Looking forward to our continued cooperation!
45,S1903M,2,AUSTRIA,ITALY,Let's keep our coordination strong as you move to the Ionian. I’m holding in Galicia this phase.
46,S1903M,2,AUSTRIA,GERMANY,I’m maintaining my position in Galicia to support stability in the Balkans. Keep me updated on your moves!
47,S1903M,2,AUSTRIA,RUSSIA,Thanks for your continued support in Galicia! I'm holding my position to reinforce our presence.
48,S1903M,2,FRANCE,ITALY,"Italy, let's discuss our Mediterranean strategies soon. I'm eager to hear your thoughts on potential cooperation!"
49,S1903M,2,FRANCE,TURKEY,"Turkey, I'd like to know how your plans in Bulgaria are shaping up. Coordination could benefit us both."
50,S1903M,2,FRANCE,GERMANY,"Germany, I appreciate your continued support. Let's keep discussing our next steps together."
51,S1903M,2,FRANCE,ENGLAND,"England, I'm moving to ENG as planned. Looking forward to strengthening our position in the North!"
52,S1903M,2,TURKEY,AUSTRIA,I'm moving A BUL to CON this turn. Let's continue coordinating our efforts in the region.
53,S1903M,2,TURKEY,ITALY,How do you feel about our plans in the Mediterranean? I'm hoping our moves will align for mutual benefit.
54,S1903M,2,TURKEY,RUSSIA,Thank you for your support in the Black Sea! Just confirming my intentions this turn to ensure we're still aligned.
55,S1903M,2,TURKEY,FRANCE,My plans in Bulgaria are progressing. I hope we can discuss potential strategies moving forward.
56,S1903M,3,RUSSIA,AUSTRIA,I’m moving my army to Galicia to continue our support. Let’s keep coordinating our efforts!
57,S1903M,3,RUSSIA,TURKEY,I hope all is well! Just checking to see if you need anything from me as we continue our plans in the Black Sea.
58,S1903M,3,RUSSIA,ENGLAND,Let me know if there’s anything we can discuss regarding our strategies in the North. I want to ensure we’re aligned.
59,S1903M,3,RUSSIA,GERMANY,Thanks for your patience regarding my move to Galicia. I hope it doesn’t affect our mutual interests.
60,S1903M,3,GERMANY,FRANCE,"Looking forward to your move to Belgium! Just a reminder, I’m positioning my fleet to BAL for now."
61,S1903M,3,GERMANY,ENGLAND,I’m moving my fleet to BAL this turn to support our strategies in the North. Let’s keep our lines open.
62,S1903M,3,GERMANY,AUSTRIA,I’m holding my position and have moved my fleet to BAL for additional support in our cooperation.
63,S1903M,3,GERMANY,ITALY,I hope all is well! I’m making a minor strategic move this turn to ensure we have options moving forward.
64,S1903M,3,ENGLAND,GERMANY,I'm planning to move A WAL to LVP this spring. Let's keep our communication strong as we coordinate our next steps in the North.
65,S1903M,3,ENGLAND,FRANCE,I'm moving A WAL to LVP this turn. Your support in the North is greatly appreciated as we strengthen our position.
66,S1903M,3,ENGLAND,RUSSIA,Just a quick note to let you know I'm moving A WAL to LVP. Our collaboration is crucial as we move forward.
67,S1903M,3,ENGLAND,TURKEY,Hope you're well! I wanted to keep you in the loop as I move A WAL to LVP. Let's catch up soon about our Mediterranean interests.
68,S1903M,3,TURKEY,AUSTRIA,I'm planning to move A BUL to CON this turn. Let's keep our coordination strong in the region!
69,S1903M,3,TURKEY,ITALY,How do you feel about our future plans in the Mediterranean? I think we need to ensure our movements align.
70,S1903M,3,TURKEY,RUSSIA,I'm moving A BUL to CON this turn. Just confirming we're still aligned on our Black Sea cooperation.
71,S1903M,3,TURKEY,FRANCE,"I hope we can coordinate our strategies moving forward, especially regarding Bulgaria and the Mediterranean."
72,S1903M,3,AUSTRIA,TURKEY,I see you're moving A BUL to CON this turn. I'm ready to support you from Galicia. Let’s ensure we keep our cooperation strong.
73,S1903M,3,AUSTRIA,RUSSIA,Thanks for your continued support in Galicia! I'm moving A VIE to GAL to help reinforce our positions. Let's maintain our coordination.
74,S1903M,3,AUSTRIA,ITALY,"Just confirming my move to Galicia. It's important we stay aligned in the Adriatic, especially as you're moving to the Ionian."
75,S1903M,3,AUSTRIA,GERMANY,I'm holding in Galicia this turn. Let's keep each other updated as we navigate our strategies in the region.
76,S1903M,3,ITALY,AUSTRIA,I’m holding in the Adriatic this phase to maintain a strong position. Let’s continue to coordinate our strategies!
77,S1903M,3,ITALY,TURKEY,Just holding in the Adriatic for now to keep my options open. I’m looking forward to our cooperation moving forward.
78,S1903M,3,ITALY,FRANCE,I’m holding in the Adriatic this phase as well. Let’s set up a time to discuss our Mediterranean strategies soon!
79,S1903M,3,ITALY,GERMANY,No moves from me this phase. I’m holding in the Adriatic for strategic positioning.
80,S1903M,3,FRANCE,GERMANY,I'm moving my fleet from Belgium to England as planned. Let's continue to coordinate our efforts in the North!
81,S1903M,3,FRANCE,ENGLAND,Moving F BEL to ENG this phase. Excited to keep strengthening our position together!
82,S1903M,3,FRANCE,TURKEY,How's everything going with your plans in Bulgaria? I’d like to discuss potential cooperation soon.
83,S1903M,3,FRANCE,ITALY,"Italy, let’s finalize a time to discuss our Mediterranean strategies after this phase!"
84,S1903M,4,GERMANY,ENGLAND,"Just a quick update, I'm moving my fleet from DEN to BAL to support our position in the North. Let's keep aligned!"
85,S1903M,4,GERMANY,FRANCE,Moving my fleet to BAL to ensure we maintain a strong presence in the North. Looking forward to your progress!
86,S1903M,4,GERMANY,AUSTRIA,I'll be moving my fleet to BAL this turn. How is your position in the Balkans looking?
87,S1903M,4,GERMANY,ITALY,"Hope you're well! Just focusing on my position in the North for now, but let's keep in touch."
88,S1903M,4,RUSSIA,AUSTRIA,I’m moving my army to Ukraine. Let’s keep coordinating to solidify our position in Galicia.
89,S1903M,4,RUSSIA,TURKEY,I’m moving A WAR to Ukraine for better positioning. Let me know if you need any support in the Black Sea.
90,S1903M,4,RUSSIA,ENGLAND,I’m continuing to support Austria in Galicia while moving towards Ukraine. Let’s ensure our collaboration remains strong.
91,S1903M,4,RUSSIA,GERMANY,Just a heads up that I’m moving my army to Ukraine to enhance my position while keeping our mutual interests in mind.
92,S1903M,4,AUSTRIA,TURKEY,I'll be holding in Galicia this phase to ensure our coordination remains strong. Looking forward to your move into Constantinople!
93,S1903M,4,AUSTRIA,RUSSIA,I'll hold in Galicia this turn to maintain our position. Thanks for your continued support!
94,S1903M,4,AUSTRIA,ITALY,I'm holding in Galicia this phase. Let's ensure our plans in the Adriatic align.
95,S1903M,4,AUSTRIA,GERMANY,I'm focusing on holding my position in Galicia this phase. How do you see our cooperation evolving?
96,S1903M,4,ITALY,AUSTRIA,"Hey Austria, I'm holding in the Adriatic this phase. Let's keep the communication open and ensure we remain aligned."
97,S1903M,4,ITALY,TURKEY,"Turkey, I'm also holding in the Adriatic to keep our options open. Looking forward to our continued cooperation."
98,S1903M,4,ITALY,FRANCE,"France, I'm holding in the Adriatic this phase. Let's set up a time to discuss our strategies after the phase resolves!"
99,S1903M,4,ITALY,GERMANY,"Germany, just a quick update that I'm holding in the Adriatic this phase. Let’s keep in touch!"
100,S1903M,4,TURKEY,AUSTRIA,I'm moving A BUL to CON this turn. Let's continue coordinating our efforts in the region!
101,S1903M,4,TURKEY,ITALY,I'm moving to Constantinople to strengthen my position. How do you feel about our future plans in the Mediterranean?
102,S1903M,4,TURKEY,RUSSIA,Thanks for your continued support in the Black Sea! Just confirming my move to Constantinople this turn.
103,S1903M,4,TURKEY,FRANCE,My plans in Bulgaria are progressing. I hope we can discuss potential strategies moving forward.
104,S1903M,4,FRANCE,GERMANY,I'm moving my fleet from Belgium to England this phase. Let's keep coordinating our actions in the North!
105,S1903M,4,FRANCE,ENGLAND,Just confirming my fleet's move to England. I'm excited about our continued collaboration in the region!
106,S1903M,4,FRANCE,TURKEY,"Turkey, I’d like to discuss our strategies soon, especially regarding Bulgaria and the Mediterranean. How are your plans progressing?"
107,S1903M,4,FRANCE,ITALY,"Italy, let's finalize a time to discuss our Mediterranean strategies after this phase resolves. I'm eager to coordinate with you!"
108,S1903M,4,ENGLAND,GERMANY,I'm moving A WAL to LVP this spring. Let's keep our communication strong as we coordinate our next steps in the North.
109,S1903M,4,ENGLAND,FRANCE,Just confirming my move to LVP. I appreciate your support in keeping the North secure.
110,S1903M,4,ENGLAND,RUSSIA,Just a quick note to let you know I'm moving A WAL to LVP. Our collaboration is crucial as we move forward.
111,S1903M,4,ENGLAND,TURKEY,Keeping you updated: I'm moving A WAL to LVP. Let’s touch base soon about our interests in the Mediterranean.
0,F1903M,1,ITALY,AUSTRIA,"Hey Austria, just checking in! I’m planning to hold my fleet in the Adriatic this turn. How are your plans shaping up?"
1,F1903M,1,ITALY,TURKEY,"Turkey, I'm holding in the Adriatic this turn. Let’s keep in touch about any moves you might be making in the region."
2,F1903M,1,ITALY,FRANCE,"France, I’m keen to discuss our Mediterranean strategies soon. I’ll be holding in the Adriatic this turn. When would you like to chat?"
3,F1903M,1,ITALY,GERMANY,"Germany, I hope all is well. I'm currently holding my fleet in the Adriatic and would like to maintain our peaceful dialogue. How are things on your end?"
4,F1903M,1,FRANCE,GERMANY,"Thanks for the continued support, Germany. I plan to move my fleet from ENG to BEL this turn to solidify our position in the North. Let's keep our communication open as we navigate our strategies."
5,F1903M,1,FRANCE,ENGLAND,I'm moving my fleet from ENG to BEL this turn to maintain our presence in the area. Looking forward to continuing our cooperation in the North!
6,F1903M,1,FRANCE,TURKEY,I see you’re making moves in Bulgaria. Let’s touch base soon about our Mediterranean strategies. I’m keen to keep our alliance strong.
7,F1903M,1,FRANCE,ITALY,I’d like to chat soon about our Mediterranean strategies as well. Let me know when you're free!
8,F1903M,1,GERMANY,FRANCE,"Looking good, France! I plan to move my fleet from the Baltic to the North Sea to support your position. Let's keep the pressure on."
9,F1903M,1,GERMANY,ENGLAND,"Hey England, I'm moving my fleet to the North Sea to assist with our coordination. Let's make sure we stay aligned."
10,F1903M,1,GERMANY,ITALY,"All is well on my end, Italy. I appreciate your desire for peaceful relations. Let's keep the dialogue open as we both focus on our strategies."
11,F1903M,1,GERMANY,AUSTRIA,"Hi Austria, just checking in. How are things looking on your end? I’m interested in how your strategies in the Balkans are shaping up."
12,F1903M,1,ENGLAND,FRANCE,"Great to see our coordination in the North! I'll be moving my army to LON this turn, let’s keep the momentum going."
13,F1903M,1,ENGLAND,GERMANY,"I plan to move my army to LON this turn, so I’ll have an extra position secured. Let's ensure we remain aligned in our next steps."
14,F1903M,1,ENGLAND,RUSSIA,"I hope you're well! Just wanted to keep you updated that I'm moving to LON this phase. Our cooperation is still strong, right?"
15,F1903M,1,ENGLAND,TURKEY,"Thanks for your support in the North! Just a heads up, I'm moving to LON this phase to secure my position."
16,F1903M,1,TURKEY,ITALY,I'm holding in Constantinople this turn. Let's keep discussing our mutual interests in the Adriatic.
17,F1903M,1,TURKEY,FRANCE,I’m holding in Constantinople as well. Let’s catch up soon about our strategies in the Mediterranean.
18,F1903M,1,TURKEY,AUSTRIA,Holding in Constantinople this phase. Our cooperation in the Balkans continues to look strong.
19,F1903M,1,TURKEY,RUSSIA,I see you're making moves towards Ukraine. Let’s ensure our interests in the Black Sea remain aligned.
20,F1903M,1,RUSSIA,AUSTRIA,I'm planning to hold in Moscow and support your move to Galicia from Ukraine. Let’s ensure we stay aligned in our efforts.
21,F1903M,1,RUSSIA,TURKEY,I’m holding in Moscow while planning to support Austria's position. Let’s keep our interests aligned in the Black Sea.
22,F1903M,1,RUSSIA,ENGLAND,I appreciate your movement to LON. Just wanted to confirm that our cooperation is still strong as we navigate this phase.
23,F1903M,1,AUSTRIA,ITALY,"Hey Italy, I'm holding my army in Vienna this phase. How do you feel about our positions in the Adriatic? Let's keep our cooperation strong."
24,F1903M,1,AUSTRIA,GERMANY,"Hi Germany, I'm holding in Vienna. I appreciate your interest in our strategies. How do you see things developing in the region?"
25,F1903M,1,AUSTRIA,TURKEY,"Turkey, I’m holding in Vienna this turn. Let's keep our lines of communication open as you move into Constantinople."
26,F1903M,1,AUSTRIA,RUSSIA,"Thanks for your support in Galicia, Russia. I'm holding my position in Vienna this phase. Let’s keep our cooperation aligned."
27,F1903M,2,FRANCE,ITALY,I'm ready to discuss our Mediterranean strategies soon. When can we chat?
28,F1903M,2,FRANCE,TURKEY,"Let's connect soon about our Mediterranean strategies, especially with your moves in Bulgaria."
29,F1903M,2,FRANCE,GERMANY,Thanks for the support in the North! I will be moving my fleet to BEL this turn.
30,F1903M,2,FRANCE,ENGLAND,Looking forward to continuing our strong coordination in the North!
31,F1903M,2,TURKEY,AUSTRIA,Holding in Constantinople this phase. Let's keep our cooperation strong as we navigate the situation in the Balkans.
32,F1903M,2,TURKEY,ITALY,I’m holding in Constantinople as well. Let’s continue to discuss our mutual interests in the Adriatic.
33,F1903M,2,TURKEY,FRANCE,"I’d love to catch up on our Mediterranean strategies soon, especially with your moves in Bulgaria."
34,F1903M,2,TURKEY,RUSSIA,I see you're moving towards Ukraine. Let's keep in touch about our interests in the Black Sea.
35,F1903M,2,ITALY,AUSTRIA,"Hey Austria, just confirming that I'm holding in the Adriatic this turn. Let’s keep our cooperation strong as we move forward. Any changes on your end?"
36,F1903M,2,ITALY,TURKEY,"Turkey, I'm holding in the Adriatic as planned. Let's keep our communication open about the situation in the region."
37,F1903M,2,ITALY,FRANCE,"France, I'm looking forward to discussing our Mediterranean strategies soon! Let me know when you’re free to chat."
38,F1903M,2,ITALY,GERMANY,"Germany, I appreciate your willingness to keep the dialogue open. I’m holding in the Adriatic this turn, and I hope to maintain our peaceful relations."
39,F1903M,2,RUSSIA,TURKEY,Let's continue to keep our interests aligned in the Black Sea. I plan to hold in Moscow this phase while supporting Austria's position in Galicia.
40,F1903M,2,RUSSIA,AUSTRIA,Just confirming my support for your move into Galicia while I hold in Moscow. Our cooperation is crucial!
41,F1903M,2,RUSSIA,ENGLAND,"I appreciate our cooperation, and I hope our communication remains strong. Just holding in Moscow this phase while supporting Austria."
