,phase,round,sender,recipient,message
68,F1903M,3,GERMANY,AUSTRIA,"Austria, thanks for your updates. I'm holding in Belgium for now. What are your thoughts on our mutual interests moving forward?"
69,F1903M,3,GERMANY,ENGLAND,"England, I'm holding in Belgium to strengthen our position. How do you see our alliance developing as we move forward?"
70,F1903M,3,GERMANY,FRANCE,"France, I appreciate your support in Belgium. I'm holding position to solidify our coordination. Any thoughts on our next moves?"
71,F1903M,3,GERMANY,TURKEY,"Turkey, I'm curious to know your plans in the Balkans. Let's stay coordinated as the situation evolves."
72,F1903M,3,ITALY,AUSTRIA,I'm moving my fleet from Albania to the Adriatic this fall to support our coordinated efforts. Let's ensure we're aligned!
73,F1903M,3,ITALY,TURKEY,Just a heads-up that I’ll be moving my fleet to the Adriatic. Our non-aggression pact remains strong.
74,F1903M,3,ITALY,RUSSIA,I appreciate your support in our Adriatic cooperation. Let’s ensure we stay aligned as we move forward.
75,F1903M,3,ITALY,FRANCE,I’m focused on maintaining peace in the Adriatic while aligning our strategies. Let's keep the communication open.
76,F1903M,3,AUSTRIA,TURKEY,I’m holding in Rumania to continue supporting your position in Bulgaria. Let’s keep the momentum going and communicate our next moves!
77,F1903M,3,AUSTRIA,ITALY,Your move to the Adriatic is promising. Let’s ensure we stay aligned. How do you feel about coordinating further in the Adriatic?
78,F1903M,3,AUSTRIA,RUSSIA,I’m holding in Rumania this phase. How do you see the northern front developing? Your support is appreciated!
79,F1903M,3,AUSTRIA,GERMANY,Thanks for keeping the lines open. I’m holding this phase to maintain stability. What are your thoughts on our future cooperation?
80,F1903M,3,FRANCE,ENGLAND,Just confirming my move from Burgundy to Belgium to support our position. Looking forward to our continued coordination in the Channel!
81,F1903M,3,FRANCE,GERMANY,Moving to Belgium as discussed to support your hold. Let’s keep strategizing together!
82,F1903M,3,FRANCE,ITALY,I’m moving to Belgium to strengthen our position and ensure our cooperation continues. Let’s stay in touch!
83,F1903M,3,FRANCE,TURKEY,I’m moving to Belgium to support Germany's position. Let’s keep our collaboration strong!
84,F1903M,4,RUSSIA,AUSTRIA,"Hey Austria, I'm supporting your move to Galicia this phase. Let's keep our northern front stable!"
85,F1903M,4,RUSSIA,TURKEY,"Turkey, I'm moving my fleet to Rumania to ensure we remain secure. Looking forward to our continued cooperation!"
86,F1903M,4,RUSSIA,ENGLAND,"England, just a quick note that I'm holding in Rumania. Let's keep discussing our strategies in the north."
87,F1903M,4,RUSSIA,ITALY,"Italy, I appreciate your continued cooperation in the Adriatic. Let's ensure our strategies remain aligned!"
88,F1903M,4,FRANCE,ENGLAND,I'm moving my army from Burgundy to Belgium to support our position there. Let’s ensure we’re aligned in the Channel!
89,F1903M,4,FRANCE,GERMANY,I’m supporting your hold in Belgium by moving my army there. Let’s keep coordinating our next moves.
90,F1903M,4,FRANCE,ITALY,I’m moving my army to Belgium to strengthen our position. Let’s keep our communication open for future strategies.
91,F1903M,4,FRANCE,TURKEY,I’m supporting Germany’s position in Belgium. Let’s continue our collaboration on welfare initiatives.
92,F1903M,4,ENGLAND,FRANCE,"Hey France, just confirming my hold in Wales this phase. Let’s keep coordinating to ensure we’re both in a strong position."
93,F1903M,4,ENGLAND,GERMANY,"Germany, I’ll be holding in Wales this phase. Let’s make sure our efforts in Belgium align as we move forward."
94,F1903M,4,ENGLAND,RUSSIA,"Hi Russia, I’m holding in Wales. I’d like to discuss our northern strategies as we proceed to ensure we remain aligned."
95,F1903M,4,ENGLAND,TURKEY,"Turkey, I’ll be holding in Wales this phase. Keeping our lines of communication open will be crucial as the situation develops."
96,F1903M,4,GERMANY,AUSTRIA,"Austria, I'm holding in Belgium this phase. How do you see the situation in the Balkans evolving?"
97,F1903M,4,GERMANY,ENGLAND,"England, I'm holding in Belgium with French support. Let's ensure our efforts align as we progress."
98,F1903M,4,GERMANY,FRANCE,"France, thanks for supporting my hold in Belgium! Let's keep strategizing for our next moves."
99,F1903M,4,GERMANY,TURKEY,"Turkey, I’m curious about your plans in the Balkans. Any updates would be appreciated!"
100,F1903M,4,ITALY,AUSTRIA,I'm moving my fleet from Albania to the Adriatic this fall to support our coordinated efforts. Let’s ensure we’re aligned!
101,F1903M,4,ITALY,TURKEY,Just a heads-up that I’ll be moving my fleet to the Adriatic. Our non-aggression pact remains strong.
102,F1903M,4,ITALY,RUSSIA,I appreciate your support in our Adriatic cooperation. Let’s ensure we stay aligned as we move forward.
103,F1903M,4,ITALY,FRANCE,I’m focused on maintaining peace in the Adriatic while aligning our strategies. Let's keep the communication open.
104,F1903M,4,AUSTRIA,TURKEY,I'm holding in Rumania this phase to maintain our support in Bulgaria. Let's keep up our collaboration!
105,F1903M,4,AUSTRIA,ITALY,I’m holding in Rumania to keep the stability in the Balkans. Looking forward to our coordinated efforts in the Adriatic!
106,F1903M,4,AUSTRIA,RUSSIA,I’m holding in Rumania this phase to maintain our position. How do you see things developing in Galicia?
107,F1903M,4,AUSTRIA,GERMANY,I’m focusing on stability in the Balkans this phase. I appreciate our communication; let’s keep it going!
108,F1903M,4,TURKEY,AUSTRIA,I'm holding in Constantinople this phase. Thank you for your support in Bulgaria! Let's continue our collaboration.
109,F1903M,4,TURKEY,RUSSIA,Just confirming my hold in Constantinople. Your support in Rumania is much appreciated!
110,F1903M,4,TURKEY,ITALY,"I see your fleet moving to the Adriatic. Our non-aggression pact remains solid, and I’ll keep you updated on my positions."
111,F1903M,4,TURKEY,ENGLAND,I’m currently holding in Constantinople this phase. How are your plans developing in your regions?
0,W1903A,1,GERMANY,FRANCE,Thanks for the support in Belgium! I’ll be disbanding my fleet there to focus on accumulating Welfare Points. Let's keep this cooperation strong.
1,W1903A,1,GERMANY,AUSTRIA,How are your plans shaping up in the Balkans? I'm keen to understand your moves and any possible alliances.
2,W1903A,1,GERMANY,ENGLAND,Great to see our strategies aligning! I’m disbanding my fleet in Belgium to build more WP. Let’s keep coordinating our efforts.
3,W1903A,1,GERMANY,TURKEY,I've noticed several powers focusing on WP accumulation. What are your plans moving forward in the Balkans?
4,W1903A,1,FRANCE,GERMANY,Thanks for the collaboration in Belgium! I'm considering disbanding my army in Burgundy to maximize WP. What are your thoughts on our next moves?
5,W1903A,1,FRANCE,ENGLAND,I hope your plans are going well! I'm looking at ways to align our strategies further. What do you think about our next steps in the Channel?
6,W1903A,1,FRANCE,ITALY,How are things in the Adriatic? I think continued communication between us is key to avoiding misunderstandings.
7,W1903A,1,FRANCE,TURKEY,I appreciate your support for our welfare initiatives. Let's keep discussing how we can coordinate our efforts moving forward.
8,W1903A,1,AUSTRIA,GERMANY,Thanks for your inquiry! I'm planning to build a unit in Trieste to strengthen my position and maintain stability in the Balkans. How about you? Any thoughts on our ongoing collaboration?
9,W1903A,1,AUSTRIA,TURKEY,I'm looking to build a unit in Trieste to enhance our collective strength in the region. Let's continue coordinating our moves!
10,W1903A,1,AUSTRIA,ITALY,I plan to build a unit in Trieste this phase. We should keep discussing our strategies to ensure mutual support in the Adriatic.
11,W1903A,1,AUSTRIA,RUSSIA,I'm considering my options for building a unit in Trieste to bolster our defense in the region. Would love to hear about your plans too!
12,W1903A,1,TURKEY,AUSTRIA,"I'm planning to disband my army in Constantinople to maximize my Welfare Points. I appreciate your ongoing support in the region, and I believe this move will strengthen our collaboration."
13,W1903A,1,TURKEY,RUSSIA,I'm disbanding my army in Constantinople to accumulate more Welfare Points. Let's continue to coordinate our efforts and ensure our positions remain strong in the Balkans.
14,W1903A,1,TURKEY,FRANCE,I'm focusing on maximizing my Welfare Points by disbanding a unit this phase. I'd like to continue discussing how we can align our strategies moving forward.
15,W1903A,1,TURKEY,GERMANY,I'm considering disbanding a unit to enhance my WP. I'm keen to keep our dialogue open as we navigate our strategies in the Balkans.
16,W1903A,1,ENGLAND,GERMANY,"Great to hear we're aligned! I'll be disbanding my army in Wales to focus on WP, as discussed. Let's continue coordinating our strategies."
17,W1903A,1,ENGLAND,FRANCE,I'm planning to disband my army in Wales to maximize WP. How do you feel about our next steps in the Channel? I want to ensure our coordination remains strong.
18,W1903A,1,ENGLAND,RUSSIA,I appreciate our collaboration in the north! I'm disbanding my army in Wales to focus on welfare points. How do you see our next moves shaping up?
19,W1903A,1,ENGLAND,TURKEY,I'm focusing on WP by disbanding my army in Wales. I’d love to hear about your strategies in the Balkans and how we can keep communication open.
20,W1903A,1,RUSSIA,AUSTRIA,"Hey Austria, I see you're considering a build in Trieste. I plan to disband my fleet in Sevastopol to maximize my Welfare Points. Let's keep coordinating our strategies moving forward!"
21,W1903A,1,RUSSIA,TURKEY,"Turkey, I'm disbanding my fleet in Sevastopol to accumulate more WP as we discussed. Let's continue to coordinate our efforts to ensure we remain strong in the Balkans."
22,W1903A,1,RUSSIA,ENGLAND,"England, I noticed your plans to disband in Wales. I’m also disbanding in Sevastopol for WP. How do you see our northern strategy shaping up?"
23,W1903A,1,RUSSIA,ITALY,"Italy, our collaboration has been great so far. I'm disbanding my fleet in Sevastopol this phase. Let's keep our dialogue open as we look ahead!"
24,W1903A,1,ITALY,AUSTRIA,"I see you're planning to build in Trieste. I'm disbanding my fleet in the Adriatic to maximize my WP, but I'll be building an army in Naples to maintain flexibility. Let's continue to coordinate our strategies."
25,W1903A,1,ITALY,FRANCE,"Things are stable in the Adriatic for now. I'm focusing on accumulating WP, so I'm disbanding my fleet. How do you see the situation developing in the west?"
26,W1903A,1,ITALY,TURKEY,"Just wanted to confirm our non-aggression pact remains strong. I'm disbanding in the Adriatic to boost WP, and I'm building an army in Naples. Looking forward to our continued cooperation."
27,W1903A,1,ITALY,RUSSIA,Thanks for your support in the Adriatic! I'm making some adjustments for WP this phase. Let's keep the dialogue open as we navigate the next moves.
28,W1903A,2,FRANCE,GERMANY,"I appreciate the ongoing collaboration, and I'll be disbanding my army in Burgundy to maximize WP. Let’s keep coordinating our strategies!"
29,W1903A,2,FRANCE,ENGLAND,I'm planning to disband my army in Burgundy this phase as well to focus on WP. What are your thoughts on our next steps in the Channel?
30,W1903A,2,FRANCE,ITALY,I hope everything remains stable in the Adriatic! I will be disbanding my army in Burgundy to accumulate WP. Let’s continue our discussions on collaboration.
31,W1903A,2,FRANCE,TURKEY,I appreciate your support for our welfare initiatives. I’ll be disbanding my army in Burgundy as well. Let’s keep discussing how we can align our efforts moving forward.
32,W1903A,2,ITALY,AUSTRIA,"I will be disbanding my fleet in the Adriatic this phase to focus on accumulating WP, but I'm building an army in Naples for flexibility. Let's continue our coordination in the Adriatic."
33,W1903A,2,ITALY,FRANCE,Things are looking stable in the Adriatic. I'm disbanding my fleet to boost WP and building an army in Naples. How do you see the situation evolving in the west?
34,W1903A,2,ITALY,TURKEY,Our non-aggression pact is solid. I'm disbanding my fleet to maximize WP but building an army in Naples to maintain strength. Looking forward to our continued collaboration.
35,W1903A,2,ITALY,RUSSIA,Thanks for the ongoing collaboration! I'm making adjustments for WP this phase—disbanding my fleet but building an army in Naples. Let's keep discussing our strategies.
36,W1903A,2,GERMANY,FRANCE,I’ll be disbanding my fleet in Belgium to maximize WP. I appreciate your support and let’s keep the coordination strong!
37,W1903A,2,GERMANY,AUSTRIA,I’m looking to disband my fleet in Belgium as well to focus on WP. How do you feel about the situation in the Balkans?
38,W1903A,2,GERMANY,ENGLAND,I’m disbanding my fleet in Belgium to boost WP. Let’s continue our strong coordination!
39,W1903A,2,GERMANY,TURKEY,I’m focusing on WP accumulation this phase. What are your thoughts on the Balkans?
40,W1903A,2,TURKEY,AUSTRIA,"I'm planning to disband my army in Constantinople this phase to maximize my Welfare Points. Your support in the Balkans is greatly appreciated, and I believe this will strengthen our partnership."
41,W1903A,2,TURKEY,RUSSIA,I'm going to disband my army in Constantinople to enhance my Welfare Points. Let’s keep our coordination strong in the Balkans.
42,W1903A,2,TURKEY,GERMANY,I’m focusing on WP this phase by disbanding a unit. I’m open to discussing how we can navigate our strategies together in the Balkans.
43,W1903A,2,TURKEY,FRANCE,"I’m disbanding my army in Constantinople this phase to boost my WP. I appreciate our discussions about coordination, and I’m looking forward to further collaboration."
44,W1903A,2,ENGLAND,FRANCE,I’m planning to disband my army in Wales to focus on WP. I’d love to discuss how we can continue to align our strategies in the Channel.
45,W1903A,2,ENGLAND,GERMANY,I’m disbanding my army in Wales to maximize WP. Let's keep coordinating our strategies as we move forward!
46,W1903A,2,ENGLAND,RUSSIA,I’m focusing on WP by disbanding my army in Wales. I appreciate our collaboration and look forward to discussing our next moves in the north.
47,W1903A,2,ENGLAND,TURKEY,I’m disbanding my army in Wales to focus on WP. How are your strategies in the Balkans shaping up?
48,W1903A,2,RUSSIA,AUSTRIA,I'm disbanding my fleet in Sevastopol to focus on accumulating Welfare Points. How do you feel about your plans for Trieste?
49,W1903A,2,RUSSIA,TURKEY,I’ve decided to disband my fleet in Sevastopol this phase. Let's keep coordinating to ensure our positions in the Balkans remain strong.
50,W1903A,2,RUSSIA,ENGLAND,I’m focusing on accumulating WP this phase by disbanding my fleet. How do you see our northern strategies developing moving forward?
51,W1903A,2,RUSSIA,ITALY,I'm disbanding my fleet in Sevastopol this phase. Let's continue discussing our strategies as we navigate the next moves!
52,W1903A,2,AUSTRIA,TURKEY,"I'm planning to disband my army in Rumania to maximize my WP, further strengthening our collaboration. Let’s keep coordinating our moves!"
53,W1903A,2,AUSTRIA,ITALY,"I intend to disband my army in Rumania this phase to boost my WP, which I think aligns with our goals of mutual support. Looking forward to continuing our cooperation!"
54,W1903A,2,AUSTRIA,RUSSIA,I see you’re disbanding in Sevastopol for WP. I’m also considering disbanding my unit in Rumania to maximize my WP. Let’s keep discussing our strategies!
55,W1903A,2,AUSTRIA,GERMANY,I'm focusing on accumulating WP this phase by disbanding my unit in Rumania. How are your plans shaping up in the Balkans?
56,W1903A,3,ITALY,AUSTRIA,"I'm building an army in Naples this phase, looking forward to our continued collaboration in the Adriatic!"
57,W1903A,3,ITALY,TURKEY,"Our non-aggression pact is solid, and I'm building an army in Naples to maintain strength. Let’s keep our cooperation strong!"
58,W1903A,3,ITALY,FRANCE,"I'm focusing on building an army in Naples. How do you see our collaboration evolving, especially in the west?"
59,W1903A,3,ITALY,RUSSIA,I'm building an army in Naples to strengthen my position. Let's keep our dialogue open as we move forward!
60,W1903A,3,FRANCE,GERMANY,"I appreciate the cooperation we have in the Low Countries. I'm planning to disband my army in Burgundy this phase to maximize WP, aligning with our strategy. Let’s keep our coordination strong!"
61,W1903A,3,FRANCE,ENGLAND,I hope your plans are going well! I'm disbanding my army in Burgundy to focus on accumulating WP as we discussed. What are your thoughts on our next steps in the Channel?
62,W1903A,3,FRANCE,ITALY,"I'm focusing on disbanding my army in Burgundy this phase to boost WP. How do you see our collaboration evolving, especially with your new army in Naples?"
63,W1903A,3,FRANCE,TURKEY,I’m following through on our strategy and disbanding my army in Burgundy to maximize WP. Let’s keep discussing how we can align our efforts moving forward.
64,W1903A,3,AUSTRIA,GERMANY,I’m going to build in Trieste this phase to enhance our position in the Balkans. Let’s keep discussing our collaboration and how we can support each other.
65,W1903A,3,AUSTRIA,TURKEY,I plan to build in Trieste to solidify our influence in the Adriatic. Your disband in Constantinople will be helpful for our collaboration.
66,W1903A,3,AUSTRIA,ITALY,I'm building in Trieste this phase. Let's continue our coordination in the Adriatic and ensure our strategies align well.
67,W1903A,3,AUSTRIA,RUSSIA,I’m planning to build in Trieste this phase to strengthen my position. Would love to hear how your plans are shaping up!
68,W1903A,3,ENGLAND,GERMANY,Great to see you disbanding your fleet in Belgium! I'm following suit and disbanding my army in Wales. Let’s keep coordinating our efforts.
69,W1903A,3,ENGLAND,FRANCE,I'm disbanding my army in Wales to focus on WP. How do you see our plans in the Channel shaping up?
70,W1903A,3,ENGLAND,RUSSIA,I'm focusing on WP this phase by disbanding my army in Wales. I appreciate our collaboration and look forward to continuing our strong northern strategies.
71,W1903A,3,ENGLAND,TURKEY,I’m disbanding my army in Wales to maximize WP. How are your strategies in the Balkans shaping up?
72,W1903A,3,GERMANY,FRANCE,I'll be disbanding my fleet in Belgium to maximize WP. Let's continue our strong coordination!
73,W1903A,3,GERMANY,AUSTRIA,I'm considering disbanding my fleet in Belgium to accumulate WP. How do you feel about our collaboration moving forward?
74,W1903A,3,GERMANY,ENGLAND,I'm following suit and disbanding my fleet in Belgium. Let's keep coordinating our strategies!
75,W1903A,3,GERMANY,TURKEY,How do you see the current situation in the Balkans shaping up? I'm keen to keep our dialogue open.
76,W1903A,3,RUSSIA,AUSTRIA,"Hey Austria, I'm disbanding my fleet in Sevastopol to maximize my Welfare Points. How's your build in Trieste coming along?"
77,W1903A,3,RUSSIA,TURKEY,"Turkey, I've decided to disband my fleet in Sevastopol this phase for WP. Let's keep coordinating to ensure we remain strong in the Balkans."
78,W1903A,3,RUSSIA,ENGLAND,"England, I'm focusing on accumulating WP this phase by disbanding my fleet in Sevastopol. How do you see our northern strategies developing?"
79,W1903A,3,RUSSIA,ITALY,"Italy, I’m disbanding my fleet in Sevastopol this phase as part of my WP strategy. Let’s keep discussing our strategies as we move forward!"
80,W1903A,3,TURKEY,AUSTRIA,"I'm going to disband my army in Constantinople to maximize my WP. I appreciate your plans to build in Trieste, and I'm looking forward to our continued collaboration."
81,W1903A,3,TURKEY,RUSSIA,I'm disbanding my army in Constantinople this phase to boost my WP. Let's keep coordinating our efforts to strengthen our positions in the Balkans.
82,W1903A,3,TURKEY,GERMANY,I’m focusing on WP this phase by disbanding my army. I'm open to discussing how we can navigate our strategies in the Balkans together.
83,W1903A,3,TURKEY,FRANCE,I'm planning to disband my army in Constantinople this phase to enhance my WP. I appreciate our discussions and look forward to further collaboration.
84,W1903A,4,AUSTRIA,TURKEY,I'm going to build a unit in Trieste this phase to strengthen our position in the region. Looking forward to our continued collaboration!
85,W1903A,4,AUSTRIA,ITALY,"I plan to build in Trieste this phase, which I think will bolster our influence in the Adriatic. Let's keep coordinating our strategies!"
86,W1903A,4,AUSTRIA,GERMANY,I’m building in Trieste this phase. Let’s continue discussing our collaboration and how we can mutually support each other.
87,W1903A,4,AUSTRIA,RUSSIA,I'm planning to build in Trieste this phase. Would love to hear your thoughts on our ongoing strategies!
88,W1903A,4,TURKEY,AUSTRIA,"I am disbanding my army in Constantinople this phase to maximize my Welfare Points. Your support is invaluable, and I'm looking forward to strengthening our collaboration further."
89,W1903A,4,TURKEY,RUSSIA,I will be disbanding my army in Constantinople this phase to boost my WP. Let's keep coordinating our efforts in the Balkans for mutual benefit.
90,W1903A,4,TURKEY,FRANCE,"I'm focusing on maximizing my Welfare Points by disbanding my army this phase. I appreciate our discussions, and I'm looking forward to further cooperation."
91,W1903A,4,TURKEY,GERMANY,I’m disbanding my army in Constantinople this phase to enhance my WP. Let’s keep our communication open as we navigate the situation in the Balkans.
92,W1903A,4,FRANCE,GERMANY,"I'm planning to disband my army in Burgundy this phase to maximize WP, aligning with our strategy. Let's keep coordinating our efforts!"
93,W1903A,4,FRANCE,ENGLAND,I hope your disbandment in Wales goes well! I'm also focusing on WP by disbanding my army in Burgundy this phase. Let's ensure our coordination remains strong.
94,W1903A,4,FRANCE,ITALY,I'm following through with our plan and disbanding my army in Burgundy to accumulate WP. I see your new army in Naples and I'm keen to hear how we can collaborate further.
95,W1903A,4,FRANCE,TURKEY,I'm also disbanding my army in Burgundy this phase to boost my WP. Let's continue discussing how we can align our strategies moving forward.
96,W1903A,4,ENGLAND,GERMANY,I'm disbanding my army in Wales to focus on WP. Let's keep coordinating our efforts as we move forward!
97,W1903A,4,ENGLAND,FRANCE,I'm disbanding my army in Wales to maximize WP. I appreciate our discussions and look forward to continuing our coordination in the Channel.
98,W1903A,4,ENGLAND,RUSSIA,I'm focusing on WP by disbanding my army in Wales. I appreciate our collaboration and look forward to discussing our next moves in the north.
99,W1903A,4,ENGLAND,TURKEY,I'm disbanding my army in Wales to focus on WP. How are your strategies in the Balkans shaping up?
100,W1903A,4,RUSSIA,AUSTRIA,"I see you’re planning to build in Trieste, which sounds good for our northern stability. I’m disbanding my fleet in Sevastopol to focus on accumulating WP. Let's continue our strong collaboration!"
101,W1903A,4,RUSSIA,TURKEY,Great to hear you’re disbanding in Constantinople for WP. I’ve decided to disband my fleet in Sevastopol this phase as well. Let’s keep coordinating to ensure we remain strong in the Balkans!
102,W1903A,4,RUSSIA,ENGLAND,I appreciate our strong northern collaboration. I’m disbanding my fleet in Sevastopol to accumulate more WP. How do you see our strategies developing in the north moving forward?
103,W1903A,4,RUSSIA,ITALY,I’m disbanding my fleet in Sevastopol this phase to focus on WP accumulation. I value our ongoing collaboration and hope to keep the dialogue open as we move forward!
104,W1903A,4,GERMANY,FRANCE,Thanks for your support in Belgium! I’ll be disbanding my fleet there to focus on accumulating WP. Let’s keep our cooperation strong moving forward.
105,W1903A,4,GERMANY,AUSTRIA,I'm disbanding my fleet in Belgium to maximize my WP. How do you see the situation developing in the Balkans?
106,W1903A,4,GERMANY,ENGLAND,I’ll be disbanding my fleet in Belgium this phase to focus on accumulating WP. Let’s continue our strong coordination!
107,W1903A,4,GERMANY,TURKEY,I'm focusing on WP accumulation this phase by disbanding my fleet in Belgium. What are your thoughts on our strategies in the Balkans?
108,W1903A,4,ITALY,AUSTRIA,"I will be disbanding my fleet in the Adriatic this phase to maximize WP, and I'm building an army in Naples. Looking forward to our continued collaboration!"
109,W1903A,4,ITALY,TURKEY,Just confirming that I'm disbanding my fleet in the Adriatic to focus on WP but building an army in Naples to maintain strength. Let's keep our cooperation strong!
110,W1903A,4,ITALY,FRANCE,I'm focusing on accumulating WP by disbanding my fleet in the Adriatic and building an army in Naples. How do you see our collaboration evolving?
111,W1903A,4,ITALY,RUSSIA,I'm making adjustments for WP this phase by disbanding my fleet and building an army in Naples. Let's keep the dialogue open as we move forward!
0,S1904M,1,FRANCE,GERMANY,"Hey Germany, just checking in to see how you're feeling about our alliance and any upcoming movements. I want to ensure we're on the same page as we continue to build WP together."
1,S1904M,1,FRANCE,ENGLAND,Hi England! How are you finding the current state of affairs? I'm eager to hear your thoughts on our coordination in the Channel and any future strategies.
2,S1904M,1,FRANCE,ITALY,Hello Italy! I'm curious about your plans in the Adriatic and how we might align our strategies moving forward. Let's keep our communication open.
3,S1904M,1,FRANCE,TURKEY,"Hi Turkey, I wanted to touch base about your plans. I know we all agreed on focusing on WP, but I'm interested to see if there's a way we can coordinate our actions to ensure our interests are aligned."
4,S1904M,1,ITALY,FRANCE,Hello France! I appreciate your interest in aligning our strategies in the Adriatic. I believe cooperation will be key as we navigate this phase. How do you see our collaboration developing? Any specific plans on your end?
5,S1904M,1,ITALY,AUSTRIA,Hey Austria! I hope we can continue to support each other's ambitions in the Adriatic. Let me know if you foresee any changes in our current strategy. I'm here to maintain our strong partnership.
6,S1904M,1,ITALY,TURKEY,Hello Turkey! Just checking in to confirm that our non-aggression pact remains solid. I value our cooperation and would like to discuss any future moves you have in mind.
7,S1904M,1,ITALY,RUSSIA,Hi Russia! I see you've made some strategic moves lately. I'd like to keep our communication open as we both navigate the complex situation in the region. How do you view the current balance of power?
8,S1904M,1,ENGLAND,FRANCE,Hi France! I'm feeling good about our cooperation in the Channel. How do you see our strategies evolving as we move forward?
9,S1904M,1,ENGLAND,GERMANY,"Germany, it seems like we're all on the same page regarding our focus on WP. How do you view our collaborative efforts in the north?"
10,S1904M,1,ENGLAND,RUSSIA,Hey Russia! I'm glad to see our alignment in the north. How do you feel about our ongoing cooperation and the next moves?
11,S1904M,1,ENGLAND,TURKEY,"Turkey, I'd love to hear how your plans in the Balkans are shaping up. Keeping communication open is key for us all!"
12,S1904M,1,GERMANY,FRANCE,"Hey France, I appreciate our collaboration in focusing on WP. I think we're well positioned right now. Are you considering any plans for your next move?"
13,S1904M,1,GERMANY,ENGLAND,"Hi England, I agree that our focus on WP is beneficial. How do you see our partnership evolving in the north? Any thoughts on how we can further secure our positions?"
14,S1904M,1,GERMANY,AUSTRIA,"Austria, I see you're building in Trieste. Just checking in to see how you plan to approach your strategy in the Balkans, particularly regarding Turkey."
15,S1904M,1,GERMANY,TURKEY,"Turkey, it's great to see that we're all focusing on WP. Do you have any specific strategies in mind for the Balkans, or are you planning to keep things flexible for now?"
16,S1904M,1,TURKEY,FRANCE,"Hi France! I'm keen to hear your thoughts on our coordination in the Balkans. It seems like we're all focusing on WP, but I want to ensure our actions align. Any specific plans you have in mind?"
17,S1904M,1,TURKEY,ITALY,Hello Italy! Just confirming that our non-aggression pact remains solid. I'm also interested in discussing any future moves you might have in the works.
18,S1904M,1,TURKEY,AUSTRIA,"Austria, I appreciate your continued support in the Balkans. Let's keep communication open about our next moves to ensure we’re aligned in our strategies."
19,S1904M,1,TURKEY,RUSSIA,"Russia, thanks for your support. I'm interested in your plans moving forward as well, especially regarding the Balkans. Keeping our cooperation strong is essential."
20,S1904M,1,AUSTRIA,ITALY,Hey Italy! I'm considering moving my army from Rumania to Budapest this turn to reinforce our position in the Balkans. I'm also thinking of moving my army from Trieste to Albania to solidify our influence in the Adriatic. Let me know your thoughts!
21,S1904M,1,AUSTRIA,TURKEY,Hi Turkey! Just wanted to confirm my plan to move A RUM to BUD this turn. I believe it will help support our position in the Balkans. Are you planning any moves to ensure we are aligned?
22,S1904M,1,AUSTRIA,RUSSIA,"Hello Russia! I'm planning to hold my positions while keeping an eye on the Adriatic. I want to ensure our northern front remains stable, so please keep me informed about your movements."
23,S1904M,1,AUSTRIA,GERMANY,Hey Germany! I'm solidifying my positions in the Balkans this turn. Let’s keep communication open as we progress. I appreciate your interest in our border stability.
24,S1904M,1,RUSSIA,AUSTRIA,Hello Austria! I'm planning to move my army from Galicia to Rumania this turn to support your position. Let's keep our coordination strong as we navigate the upcoming phases.
25,S1904M,1,RUSSIA,TURKEY,Hi Turkey! I'm moving my army to Rumania this turn to support both of us. Let’s ensure we maintain our strong cooperation in the Balkans.
26,S1904M,1,RUSSIA,ENGLAND,"Hey England! Just a heads up, I'm moving A GAL to RUM to support Austria. Looking forward to our continued collaboration in the north."
27,S1904M,1,RUSSIA,ITALY,Hi Italy! I’m keeping my movements aligned with Austria and Turkey right now. Let’s continue to discuss our strategies in the Adriatic.
28,S1904M,2,RUSSIA,TURKEY,Hi Turkey! I'm moving A GAL to RUM to support our position. Let's keep up our coordination in the Balkans.
29,S1904M,2,RUSSIA,AUSTRIA,Hello Austria! I'll be moving A GAL to RUM this turn. I believe this will strengthen our hold in the region.
30,S1904M,2,RUSSIA,ENGLAND,Hey England! Just a quick note that I'm moving A GAL to RUM to support Austria and maintain our northern stability.
31,S1904M,2,RUSSIA,ITALY,Hi Italy! I'm currently focusing my movements on supporting Austria and Turkey in the region. Let's keep our discussions open.
32,S1904M,2,TURKEY,AUSTRIA,Hi Austria! I appreciate your support. Just wanted to confirm that I'm committed to maintaining peace and cooperation in the Balkans. Any updates on your plans?
33,S1904M,2,TURKEY,RUSSIA,Hi Russia! I'm glad to hear about your move to Rumania. Let's keep coordinating closely to ensure our mutual interests are upheld.
34,S1904M,2,TURKEY,ITALY,Hello Italy! I just wanted to reaffirm our non-aggression pact and ensure we stay aligned moving forward. Do you have any plans in the works?
35,S1904M,2,TURKEY,FRANCE,Hi France! I'm interested in any specific plans you might have for the Balkans. Let’s keep our lines of communication open.
36,S1904M,2,FRANCE,GERMANY,"Hey Germany, it's great to hear we're on the same page! As we're focusing on WP, I’m keen to hear if you have any specific plans moving forward. Let's keep coordinating."
37,S1904M,2,FRANCE,ENGLAND,Hi England! I’m glad to hear our cooperation is strong. I’d like to discuss any potential moves you’re considering. We should keep our strategies aligned.
38,S1904M,2,FRANCE,ITALY,Hello Italy! I'm interested in how we can further our collaboration in the Adriatic. Do you have any specific plans that we can align on?
39,S1904M,2,FRANCE,TURKEY,"Hi Turkey, I want to ensure our strategies in the Balkans are aligned. I’m curious about any specific moves you’re considering this phase. Let’s keep the dialogue open!"
